1.1,3.2,17.42,13.32,0.4,1.52,2.05,1.07,0.35,0.15,3.1,4.12,0.02,1.77,0.37,0.27,0.17,0.17,0.07,0,0,2.85,2.25,9.52,0.42,5.85,0.07,0.05
1.04,1.95,3.01,14.04,2.21,1.52,3.36,1.49,1.41,0.62,5.97,3.56,2.44,3.61,0.69,0.86,1,0.46,4.25,3.99,0.04,3.56,3.72,6.84,0.62,4.18,0.59,2.97
0.99,10.8,21.65,17.59,2.05,1.88,2.05,1.61,0.89,0.45,4.46,1.61,0.71,2.14,0.8,0.27,1.61,0.89,1.96,1.7,0,2.14,2.59,11.52,0.54,10.09,0.18,0
1.08,9.19,48.58,12.31,3.22,1.62,2.6,2.09,1.4,0.56,7.13,0.61,0.29,2.96,0.53,0.81,2.36,1.12,3.88,0.09,3.09,0.42,3.99,10.21,0.51,7.99,1.73,0.04
1.02,3.4,10.95,15.39,2.85,1.59,2.81,1.44,0.86,0.61,4.72,1.89,0.45,2.44,0.73,0.67,1.61,1.36,0.28,0.14,0.02,5.37,2.93,9.69,0.57,6.76,0.16,0.06
0.8,15.79,29.3,7.54,4.66,3.06,5.4,3.55,2.66,1.15,11.93,1.82,0.56,5.72,0.97,1.73,1.58,0.9,1.01,0.43,0.12,0.98,6.1,11.36,0.53,7.14,1.4,4.62
1.07,2.61,1.42,18.29,0.91,1.08,1.31,0.88,0.98,0.24,3.16,4.3,3.78,1.84,0.38,0.5,6.36,5.9,0.43,0.21,0.03,1.72,2.61,8.43,0.59,4.5,5.58,0.52
0.97,1,12.23,15.8,1.25,1.48,4.59,1.45,1.54,0.06,12.17,2.15,0.06,1.48,0.22,0.16,1.12,0.1,1.41,1.12,0.16,1.93,6.1,4.95,0.29,1.83,1.12,5.43
1.03,1.97,18.73,14.47,1.67,1.05,2.37,1.43,1.35,0.21,5.79,1.53,0.39,3.35,0.72,0.51,2.02,1.33,1.13,0.6,0.03,2.36,3.11,7.22,0.56,3.71,0.97,0.33
1.05,1.35,1,23.38,2.01,1.18,2.68,0.94,1.14,0.64,5.84,5.17,3.97,3.88,0.51,0.82,1.19,0.45,0.54,0.1,0.17,1.98,3.41,5.92,0.48,3.39,3.92,3.92
0.98,1,25.11,18.84,2.57,1.22,5.21,1.22,1.96,0.15,7.79,1.84,0.97,3.51,0.55,0.41,0.53,0.07,11.22,6.24,0,1.17,5.53,6.23,0.41,2.42,1.33,0
1.03,1,11.99,14.56,2.22,1.12,2.39,1.07,1.47,0.38,4.77,1.86,0.9,2.79,0.52,0.59,0.98,0.55,1.65,0.45,0.08,1.7,3.15,5.6,0.53,2.72,1.03,0.45
0.93,1,56.75,9.43,2.87,4.1,3.28,4.1,0.82,0.41,9.02,0.41,0,7.38,2.05,0.82,4.92,4.92,0,0,0,0.82,5.74,4.1,0.41,2.05,3.28,0
1.03,1.43,41.49,10.03,0.95,1.38,2.07,1.68,1.82,0.27,4.18,0.28,0.05,2.53,0.86,0.59,2.78,2.41,0.4,0.14,0.04,1.2,3.17,6.61,0.82,2.42,1.62,0.06
1.06,10.97,69.09,18.61,1,0.92,1.23,0.54,0.69,0,12.94,0.15,0,2.45,1,0.15,1.38,0.38,1.61,1.45,0.08,1.38,6.2,13.78,8.5,3.45,4.82,0
1,8.78,8.4,10.14,3.14,2.52,3.9,2.31,1.79,0.96,12.22,3.21,2.42,4.3,0.78,1.21,1.55,0.86,0.89,0.18,0.12,1.8,4.76,11.4,5.65,3.42,0.9,1.82
1.06,1.24,18.53,19.49,1.41,0.77,2.83,0.91,1.68,0.27,5.24,1.49,0.42,2.78,0.39,0.52,0.46,0.18,0.54,0.24,0.11,1.51,3.08,6.94,0.36,3.83,0.83,0.29
1.03,3.72,55.53,12.69,1.95,1.24,2.37,1.83,1.59,0.43,5.7,0.56,0.19,3.4,0.83,0.9,1.47,0.69,5.59,0.13,0.08,1.29,4.14,8.24,2.29,3.05,1.02,0.08
1.07,5.6,12.03,22.88,0.79,0.59,2.19,0.29,1.24,0.03,2.68,1.21,0.13,12.47,1.01,0.07,5.4,2.06,5.92,0.95,5.14,0.2,1.64,3.67,0.13,1.77,0.59,0
1.05,3.31,28.54,20.83,2.13,1.01,2.93,1.03,1.81,0.65,5.94,1.26,0.47,3.18,0.8,0.84,1.25,0.58,0.81,0.14,0.05,1.51,3.71,10,0.97,3.86,0.97,0.06
0.95,2.14,32.82,12.86,3.51,2.33,4.33,2.81,1.79,0.86,8.45,1.1,0.33,4.07,0.92,1.22,1.73,1.2,5.56,4.68,0.19,1.19,5.79,6.63,0.63,2.44,0.72,0.05
1,2.33,57.43,7.26,1.77,1.49,3.63,2.51,1.4,0.74,6.88,0.84,0.47,4,1.02,1.12,1.02,0.74,2.33,1.86,1.21,1.21,4.19,7.35,0.19,2.42,0.84,0
1.02,11.76,38.41,9.81,1.56,1.47,2.95,1.8,1.77,0.67,10.97,0.64,0.24,3.87,0.84,1.1,1.95,1.43,0.4,0.14,0.05,0.89,9.5,11.47,5.87,2.7,3.38,0.12
1.05,1,29.55,21.54,0.84,0.85,2.25,0.79,1.61,0.24,4.74,0.81,0.15,2.03,0.28,0.31,0.53,0.24,0.55,0.28,0.02,2.17,3.12,5.77,0.54,3.15,0.59,0.01
0.93,3.56,46.31,10.92,4.57,2.59,4.12,3.02,2.59,0.92,10.3,1.65,0.64,5.95,1.18,1.82,3.39,2.82,1.65,0.96,0.19,1.06,7.13,6.47,0.68,3.16,4.99,0.1
0.97,2.32,64.73,11.21,2.91,2.09,2.8,2.25,1.8,0.47,7.13,0.38,0.11,5.6,1.53,0.96,3.19,2.73,0.51,0.09,0.22,0.48,5.09,5.71,0.68,3.54,1.76,0.02
1.07,2.08,40.25,14.86,1.84,1.04,3.34,1.96,0.69,0.23,6.8,0.46,0.35,3.11,0.23,0.23,0.81,0.23,2.19,0.35,0.58,1.27,4.26,8.18,1.04,3.92,1.04,0
1.02,1.03,28.35,22.24,0.39,0.5,1.24,0.7,1.86,0.04,2.36,0.5,0.39,1.39,0.27,0.43,0.35,0.19,0.27,0.04,0,0.31,2.13,6.51,0.23,0.77,2.13,0
1.08,3.57,16.94,29.36,0.43,0.81,1.36,0.8,0.64,0.28,2.78,0.89,0.44,1.33,0.29,0.3,0.89,0.45,0.56,0.46,0.01,0.76,1.94,9.45,0.87,7.23,0.37,1.21
0.97,4.19,61.24,18.35,3.19,2.18,3.87,2.76,2.34,0.7,8.49,0.64,0.16,6.05,1.6,1.46,2.92,2.4,0.53,0.13,0.24,0.81,6.31,6.9,0.97,3.74,4.44,0.09
1.03,1.56,4.24,18.24,2.12,1.43,3.74,1.51,1.81,0.45,6.74,3.27,1.89,3.66,0.96,0.72,1.46,0.8,3.96,2.2,0,4.25,4.73,6.98,0.9,4.14,0.29,0.16
0.95,1.51,13.28,19.91,2.31,2.31,4.63,1.85,0.93,0.93,8.8,1.39,1.39,6.02,2.31,0.93,1.39,0.93,0.46,0,0,0.46,4.17,4.63,0.93,0.93,0.93,2.78
1.06,5.25,74.75,19.37,1.08,1.47,1,0.92,0.39,0.13,2.4,0.13,0,1.76,0.47,0.26,2.13,1.84,6.13,0.03,5.9,0.53,1.55,10.13,0.79,7.74,2.66,0
1.03,19.92,26.69,11.33,2.02,1.42,2.89,1.73,1.58,0.48,6.04,1.15,0.47,4.31,0.9,0.87,0.8,0.33,2.01,1.53,0.18,0.99,3.89,13.04,0.75,9.39,0.51,0.42
1.03,13.31,35.25,12.96,3.22,2.45,4.42,3.42,2.23,0.94,8.88,0.95,0.41,4.6,1.09,1.5,1.45,0.95,1.53,0.73,0.46,1.19,5.77,10.97,1.56,7.03,1.06,0.15
0.96,1.23,41.06,14.93,2.28,2.81,4.08,2.12,2.54,0.48,7.31,1.38,0.58,6.41,1.64,1.69,1.01,0.26,8.79,6.88,1.48,0.64,4.92,4.02,0.16,3.02,1.43,0.05
1.04,2.5,70.01,11.94,3.91,0.59,1.96,0.59,1.76,0,4.7,0.39,0.2,1.96,0.78,1.17,4.11,2.54,0.59,0.2,0,1.76,1.96,8.02,1.17,3.91,1.57,0.2
0.95,4.93,24.71,14.05,2.75,2.9,5.42,2.37,1.91,1.03,10.52,1.17,0.31,6.89,1.71,1.49,2.68,0.88,3.2,0.28,0.1,0.8,6.41,6.19,0.64,3.41,0.52,1.77
0.91,7.28,26.34,11.96,5.02,2.66,4.65,3.14,3.14,0.79,9.4,1.81,0.44,4.58,0.75,1.43,3.04,2.02,6.7,1.06,1.23,1.2,5.84,8.27,1.02,4.3,1.16,0.07
0.79,5.07,11.27,11.52,6.23,4.16,3.72,3.64,3.2,1.04,9.78,3.03,0.95,4.33,1.39,1.65,1.3,0.78,1.04,0,0.09,0.61,5.37,6.23,1.56,3.98,0.35,0.52
0.96,6.4,31.82,14.16,3.36,1.95,4.96,1.95,3.72,2.48,8.85,0.71,0,9.91,1.42,2.12,5.84,0.53,0,0,0,0.35,4.78,8.14,0.88,4.42,0.53,0
0.98,4.48,37.41,14.56,3.53,2.28,3.75,2.42,1.91,0.81,8.09,0.84,0.37,4.72,1.14,1.38,2.23,1.64,1.43,0.4,0.52,0.93,4.85,6.88,0.97,3.38,1.23,0.34
1.01,1,29.28,14.92,2.52,2.94,2.73,0.84,1.26,0.42,5.04,0.42,0,4.83,1.89,1.68,7.56,1.68,12.18,0.21,11.13,0.42,3.78,1.47,0,0.84,6.51,0
0.98,1.3,35.76,17.92,3.54,1.48,3.42,2.28,1.26,0.46,7.99,0.46,0.11,3.54,0.57,0.46,4.57,3.77,0.68,0.57,0.11,2.85,4.34,5.94,0.57,3.54,0.46,0.11
0.86,5.24,33.54,15.59,3.5,2.23,4.83,2.43,3.64,1.28,8.56,1.06,0.26,8.56,1.84,1.4,1.56,0.21,9.27,5.15,0.24,0.61,7.26,6.62,0.61,3.26,0.35,0.02
0.97,1,60.26,4.65,3.1,3.64,3.57,2.36,1.35,0.54,6.67,0.47,0.13,5.12,0.94,1.01,2.16,0.67,18.13,5.32,17.52,0.47,5.46,2.43,0.13,0.67,0.27,0
0.88,3.21,2.7,6.99,5.73,2.75,6.08,2.56,2.36,1.01,11.29,5.28,0.42,6.32,1.21,1.66,1.32,0.59,4.27,0.19,0.17,1.07,7.82,3.96,0.4,1.97,0.47,0.16
0.68,1.64,34.96,4.8,2.14,2.25,6.61,4.05,2.84,6.43,11.13,0.55,0.12,10.04,0.8,1.41,0.87,0.2,0.36,0.04,0.09,0.37,9.47,2.63,0.25,1.12,0.24,0.04
0.82,19.29,20.67,9.97,8.36,3.21,4.85,2.58,3.62,1.16,10.19,1.83,0.86,6.05,1.79,1.76,2.73,0.49,7.21,0.26,1.49,0.97,6.95,9.56,1.72,5.64,0.78,0.19
1.05,15.33,17.87,9.72,0.91,2.62,3.74,1.5,0.62,0.91,9.76,1.58,0.12,2.99,0.87,1.25,0.75,0.17,0.08,0.04,0,0.42,3.95,13.12,4.61,6.27,0.66,5.15
0.95,2.95,87.27,14.04,3.23,2.68,3.61,2.54,1.6,1.08,7.78,0.97,0.35,4.24,1.22,1.88,0.83,0.31,0.56,0,0,0.38,5.56,6.08,1.95,2.26,1.29,0.07
1.01,16.13,35.55,14.62,3.31,2.02,3.36,2.78,1.95,0.55,7.88,1,0.3,3.75,1.08,0.93,2.9,2.2,2.07,0.29,0.98,1.13,4.82,12.25,1.33,8.75,1.69,0.13
0.96,4.82,41.24,6.52,1.93,2.42,4.2,1.9,2.01,0.74,7.44,0.49,0.2,5.26,1.65,1.19,1.43,0.49,0.13,0.04,0.04,0.68,4.76,9.52,0.62,7.27,0.68,0.1
0.96,3.96,15.81,15.83,2.55,4.44,4.27,2.94,1.48,1.99,9.45,2.06,0.39,6.53,2.43,2.16,1.53,0.53,0.17,0.05,0.02,0.85,7.12,7.46,1.85,4.42,0.24,0.07
0.58,2.85,28.08,14.01,2.48,4.58,6.49,5.7,5.17,1.16,14,1.44,0.43,5.03,1.5,1.86,1.36,0.2,0.59,0.3,0.05,0.45,7.82,6.36,0.78,2.45,0.9,4.35
1.04,6.9,40.25,15.59,1.88,1.61,1.88,0.81,1.08,0.81,3.23,0.27,0,4.03,1.08,2.15,1.08,1.08,0,0,0,5.91,2.42,9.14,0,8.33,0,0
0.98,3.63,42.65,13.92,3.22,2.22,4.56,2.36,2.43,1.29,9.65,1.16,0.4,6.12,1.12,1.52,1.12,0.49,10.61,5.73,0.63,1.16,5.92,7.84,1.64,4.05,0.6,0.19
0.96,2.94,39.13,22.31,3.82,1.5,2.99,2.17,2.84,0.6,6.44,0.9,0.3,2.99,0.67,0.52,1.87,0.9,6.59,4.87,0.37,0.82,3.82,6.59,1.12,2.84,0.97,0.15
1,1.11,34.02,10.09,1.57,1.56,2.99,1.93,1.35,0.68,5.34,0.43,0.14,4.17,1.09,1.07,1.42,0.84,0.23,0.07,0.07,0.45,3.84,5.11,0.6,2.24,0.59,0.07
1.01,4.62,45.15,9.99,1.2,1.26,3.1,1.41,2.67,0.7,5.56,0.26,0.09,4.65,1.19,0.99,5.75,4.98,0.44,0.21,0.07,0.39,3.98,9.3,1.63,2.01,0.8,0.03
1.01,2.14,39.78,10.17,1.87,1.3,3.22,1.71,2.14,0.41,6.03,0.32,0.09,3.83,1.28,1.14,5.07,0.41,0.2,0.07,0.01,0.45,4.23,6.71,0.94,2.25,5.19,0
0.91,1.98,23.94,10.61,3.48,2.14,5.97,2.9,1.8,0.99,9.62,1.68,0.7,5.45,1.1,1.91,1.39,0.46,1.45,0.29,0.23,0.93,5.45,4.58,0.35,2.26,0.64,0.06
0.74,15.34,33.45,14.43,4.36,3.03,6.59,4.19,2.32,1.69,13.45,1.25,0.45,5.16,1.42,1.87,0.62,0.36,0.45,0.18,0.09,0.71,7.57,10.33,1.96,4.27,1.69,3.74
0.91,3.61,19.42,6.75,5.86,2.06,5.96,2.65,1.44,1.87,11.6,1.51,0.88,4.26,0.46,1.54,2.85,0.2,0.98,0.2,0.03,5.5,8.35,10.94,0.52,5.9,0.95,0.29
1,1.76,38.81,10.3,2.63,1.13,2.71,1.94,1.56,0.66,5.51,1.1,0.38,3.29,0.79,0.86,1.69,0.61,1.15,0.28,0.2,0.8,3.58,5.74,0.54,2.97,1.35,5.44
0.87,1,39.49,11.5,3.63,2.59,6.34,2.61,1.88,0.93,9.69,1.03,0.5,5.68,1.31,1.87,1.78,0.96,1.03,0.08,0.06,0.62,7.57,3.51,0.44,1.71,1.04,0.03
0.91,8.39,39.89,14.91,4.28,3.72,4.28,3.35,3.31,0.98,10.74,1.45,1.06,6.47,2.46,1.99,1.75,0.31,1.53,0.37,0.45,0.71,7.24,8.27,1.11,5.71,0.45,0.82
1.04,1,1,7.8,0.36,0.3,0.66,0.12,0,0.06,7.5,6.3,6.18,0.42,0.18,0,0.54,0.3,12.78,0,6.54,0.18,6.96,0.72,0,0.6,0,6
0.97,1.57,27.36,17.57,3.39,1.67,5.63,2.48,2.15,0.57,9.69,1.05,0.38,5.35,1.05,1.24,1.38,0.91,0.72,0.14,0.05,1.15,7.26,5.39,0.62,2.58,0.53,0.24
0.81,4.22,59.85,9.07,4.77,2.97,6.72,2.81,1.95,2.11,10.09,0.55,0.23,8.05,1.17,2.03,1.95,0.94,4.22,1.02,0,0.63,5.79,7.35,2.66,1.88,0.47,0
0.94,2.17,4.88,8.56,3.88,1.94,3.96,1.58,4.03,0.65,6.47,2.81,2.09,5.83,2.09,1.44,1.73,0.94,9.14,3.31,8.2,0.58,4.17,5.76,0.86,3.45,2.23,3.96
1.04,4.27,35.06,9.07,0.8,1.33,1.87,1.6,1.6,1.6,4.53,0,0,3.47,0.53,1.6,1.07,0.27,0,0,0,1.6,2.93,8.27,0.8,3.47,1.07,0
0.85,18.85,36.82,7.38,5.61,3.02,4.47,3.19,2.71,0.63,12.65,1.71,0.68,4.76,1.25,1.48,2.28,0.8,1.14,0.4,0.09,0.91,4.96,11.97,1.4,7.89,1.08,4.53
0.99,4.63,28.25,18.52,2.48,3.12,3.89,2.46,1.51,0.57,7.93,1.12,0.31,4.87,1.56,0.93,1.66,1.23,1.22,0.62,0.18,0.95,5.2,7.38,0.72,3.79,1,0.28
0.75,4.1,5.32,10.35,6.14,3.07,5,2.8,2.76,1.48,9.73,3.97,1.93,5.94,1.59,1.52,1.52,0.45,3.04,0.41,2.1,2.21,7.14,5.69,0.59,3.11,1.35,1.48
0.94,6.38,28.57,10.23,3.98,1.83,5.22,1.11,0.87,2.71,9.58,0.27,0.09,4.31,0.53,2.8,3.78,0.01,0.1,0.04,0.02,0.16,8.29,8.97,2.38,2.48,0.04,0.01
0.84,2.04,18.68,11.4,4.5,3.19,6.78,3.01,3.21,1.55,11.58,2.15,0.82,7.67,1.77,2.52,1.67,0.66,0.69,0.18,0.1,1.76,8.33,5.42,0.66,2.85,0.42,0.11
1.02,17.17,24.59,15.69,2.6,2.9,3.57,2.38,1.49,0.67,6.99,1.19,0.37,4.54,0.82,1.19,1.78,1.19,0.07,0,0,1.04,3.72,13.38,0.3,6.47,0.3,0
0.87,6.22,30.46,17.52,3.59,2.11,6.62,2.05,2.06,2.78,13.18,0.71,0.32,7.5,1.17,3.2,0.96,0.49,0.35,0.13,0.1,2.25,7.4,8.82,0.49,2.45,0.3,0.06
1.02,3.64,43.36,9.82,2.51,2.59,4.99,2.15,2.1,0.94,8.89,1.35,0.28,5.82,0.86,1.71,0.69,0.33,0.5,0.25,0.22,5.1,6.13,8.86,1.1,6.15,0.28,0.08
1.01,1.83,43.82,10.26,3.72,1.71,2.93,2.7,3.5,0.62,6.57,0.73,0.29,5.27,0.99,0.86,2.3,1.14,1.36,0.19,0.78,0.85,4.15,5.4,0.61,2.58,5.53,0.07
0.91,19.01,43.6,10.93,6.76,2.4,5.6,1.78,1.78,0.53,8.18,0.8,0.44,4.71,0.36,0.98,0.8,0,13.24,4.09,6.93,0.44,7.91,7.47,0.53,4.18,2.67,0
0.97,9.45,27.74,11.33,4.69,2.7,4.78,1.9,2.4,0.86,9.82,0.95,0.27,6.17,2.05,1.87,0.8,0.15,0.39,0.06,0,3.2,5.28,9.58,2.34,5.43,0.33,0.06
0.93,5.15,33.8,13.94,3.16,2.32,3.56,2.32,3.13,0.79,9.22,0.75,0.29,6.24,1.23,1.52,1.48,0.84,0.73,0.29,0.09,0.72,5.77,8.28,1.25,3.54,0.82,0.2
0.93,5.15,33.8,13.94,3.16,2.32,3.56,2.32,3.13,0.79,9.22,0.75,0.29,6.24,1.23,1.52,1.48,0.84,0.73,0.29,0.09,0.72,5.77,8.28,1.25,3.54,0.82,0.2
0.96,5.85,11.81,9.27,3.39,2.67,6.06,3.57,2.14,1.43,10.34,2.32,1.43,7.13,2.32,1.25,1.25,0.36,9.45,1.25,4.63,0.71,7.31,8.2,0.36,4.81,1.6,2.32
1,14.83,30.66,7.8,6.07,1.45,3.76,2.89,2.6,0.58,10.69,0.87,0.29,2.02,0.58,0,2.02,0,5.2,2.6,0,2.31,8.38,10.12,2.6,6.36,0,0
1.05,5.16,99,18.34,0.79,1.91,1.99,1.35,0.71,1.76,7.65,1.61,0.04,6.11,0.6,1.46,0.45,0.26,0.23,0.11,0.04,3.26,5.51,8.96,0.15,5.33,0.68,0
0.63,7.46,18.21,5.91,9,4.11,6.68,3.86,2.83,1.29,13.37,2.06,0.51,6.17,2.06,1.03,2.31,1.54,11.31,0.77,5.91,0,6.94,7.46,0.77,3.86,0,0
0.91,2.86,24.2,10.33,3.92,2.89,4.5,2.57,2.43,1.91,9.89,1.69,0.58,6.41,1.46,2.21,1.1,0.28,9.27,4.13,4.71,0.88,7.2,5.62,1.09,2.57,0.54,0.24
0.95,4.15,26.95,11.49,3.79,2.8,5.46,2.7,2.28,0.74,9.87,1.88,0.56,5.99,1.63,1.63,0.96,0.38,5.74,4.98,0.23,1.28,6.87,7.09,1.41,3.39,0.73,4.83
0.98,1,67.92,10.93,4.56,2.82,4.02,1.66,0.22,1.31,6.66,0.67,0.56,0.97,0.23,0.13,0.08,0.06,8.78,0,0.01,6.44,8.37,0.67,0.04,0.36,0.02,0
0.96,2.05,41.24,9.9,2.28,1.72,4.05,2.24,2.9,0.8,7.26,0.51,0.23,4.28,1.52,1.39,0.97,0.51,0.36,0.12,0.05,0.64,4.89,6.28,1,2.58,9.3,0.13
0.98,2.52,38.42,11.5,2.08,1.74,4.31,2.07,1.75,1.67,7.77,0.65,0.14,5.22,1.45,1.77,5.29,0.68,0.41,0.1,0.06,0.92,5.01,6.69,1.3,3.15,0.62,0.01
